season,player_id,player_name,team,roster_status,profile_url,source_note
2026,0000003563,余德龍,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000003563,CPBL 官方球員點將錄
2026,0000007614,余新喆,樂天桃猿,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000007614,CPBL 官方球員點將錄
2026,0000007018,劉子杰,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007018,CPBL 官方球員點將錄
2026,0000006860,劉家翔,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000006860,CPBL 官方球員點將錄
2026,0000007612,劉曜維,樂天桃猿,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000007612,CPBL 官方球員點將錄
2026,0000007830,吳柏霆,樂天桃猿,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000007830,CPBL 官方球員點將錄
2026,0000007317,呂承諺,樂天桃猿,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000007317,CPBL 官方球員點將錄
2026,0000005372,呂詠臻,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000005372,CPBL 官方球員點將錄
2026,0000004032,嚴宏鈞,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000004032,CPBL 官方球員點將錄
2026,0000007822,威克,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007822,CPBL 官方球員點將錄
2026,0000007062,威能帝,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007062,CPBL 官方球員點將錄
2026,0000006854,宋嘉翔,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000006854,CPBL 官方球員點將錄
2026,0000000158,廖健富,樂天桃猿,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000000158,CPBL 官方球員點將錄
2026,0000007477,張家豪,樂天桃猿,自主培訓或尚未註冊（二軍）,https://cpbl.com.tw/team/person?acnt=0000007477,CPBL 官方球員點將錄
2026,0000007312,張趙紘,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007312,CPBL 官方球員點將錄
2026,0000002282,張閔勛,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000002282,CPBL 官方球員點將錄
2026,0000000159,成晉,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000000159,CPBL 官方球員點將錄
2026,0000007313,曾冠傑,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007313,CPBL 官方球員點將錄
2026,0000007074,曾家輝,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007074,CPBL 官方球員點將錄
2026,0000000128,朱承洋,樂天桃猿,註銷註冊（二軍）,https://cpbl.com.tw/team/person?acnt=0000000128,CPBL 官方球員點將錄
2026,0000007076,李勛傑,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007076,CPBL 官方球員點將錄
2026,0000006954,李家明,樂天桃猿,合約所屬球員（二軍）,https://cpbl.com.tw/team/person?acnt=0000006954,CPBL 官方球員點將錄
2026,0000007615,李柏毓,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007615,CPBL 官方球員點將錄
2026,0000007078,杜禹鋒,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000007078,CPBL 官方球員點將錄
2026,0000001618,林子偉,樂天桃猿,現役,https://cpbl.com.tw/team/person?acnt=0000001618,CPBL 官方球員點將錄
