snapshot_id,captured_at,season,player_id,player_name,team,player_type,role_or_position,pa,ab,hits,home_runs,walks,strikeouts,batting_average,obp,slg,ops,iso,bb_rate,k_rate,hr_rate,bb_k_ratio,contact_score,power_score,discipline_score,hitter_value_score,innings_pitched,earned_runs,hits_allowed,home_runs_allowed,era,whip,k_bb_ratio,hr_allowed_rate,run_prevention_score,strikeout_score,command_score,pitcher_value_score,player_value_score
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000003620,江承峰,統一7-ELEVEn獅,投手,投手,,,,,1,1,,,,,,0.0588,0.0588,,,,,,,3.667,0.0,4.0,0.0,0.0,1.36,1.0,0.0,93.2,11.8,50.2,60.0,60.0
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006860,劉家翔,樂天桃猿,投手,投手,,,,,6,9,,,,,,0.0779,0.1169,,,,,,,19.333,6.0,17.0,3.0,2.79,1.19,1.5,0.039,88.4,23.4,51.4,61.0,61.0
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000001603,王維中,台鋼雄鷹,投手,投手,,,,,6,12,,,,,,0.075,0.15,,,,,,,18.667,12.0,18.0,1.0,5.79,1.29,2.0,0.0125,81.8,30.0,54.7,60.7,60.7
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007290,張宥謙,統一7-ELEVEn獅,投手,投手,,,,,10,6,,,,,,0.1316,0.0789,,,,,,,16.667,11.0,18.0,1.0,5.94,1.68,0.6,0.0132,79.5,15.8,40.5,51.9,51.9
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006222,劉予承,統一7-ELEVEn獅,投手,投手,,,,,0,2,,,,,,0.0,0.1429,,,,,,,2.333,1.0,6.0,0.0,3.86,2.57,0.0,0.0,79.3,28.6,50.0,57.8,57.8
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007061,辛俊昇,統一7-ELEVEn獅,投手,投手,,,,,6,3,,,,,,0.2727,0.1364,,,,,,,3.0,6.0,7.0,0.0,18.0,4.33,0.5,0.0,41.7,27.3,25.8,33.3,33.3
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000000368,游霆崴,富邦悍將,投手,投手,,,,,3,7,,,,,,0.0441,0.1029,,,,,,,16.0,6.0,17.0,0.0,3.38,1.25,2.33,0.0,86.9,20.6,59.8,62.2,62.2
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006750,陳暐皓,味全龍,投手,投手,,,,,1,2,,,,,,0.1,0.2,,,,,,,2.667,1.0,1.0,0.0,3.38,0.75,2.0,0.0,89.4,40.0,52.2,65.9,65.9
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007083,林柏佑,味全龍,投手,投手,,,,,0,0,,,,,,0.0,0.0,,,,,,,1.667,1.0,2.0,0.0,5.4,1.2,0.0,0.0,83.0,0.0,50.0,52.4,52.4
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007090,林家勝,富邦悍將,投手,投手,,,,,3,3,,,,,,0.375,0.375,,,,,,,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,90.0,75.0,18.6,64.8,64.8
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007279,鄧朝駿,中信兄弟,投手,投手,,,,,1,1,,,,,,0.0909,0.0909,,,,,,,2.0,3.0,4.0,0.0,13.5,2.5,1.0,0.0,60.0,18.2,47.0,45.6,45.6
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000002688,陳韻文,統一7-ELEVEn獅,投手,投手,,,,,0,3,,,,,,0.0,0.4286,,,,,,,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,97.5,85.7,50.0,80.3,80.3
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007294,林易霆,統一7-ELEVEn獅,投手,投手,,,,,2,4,,,,,,0.1429,0.2857,,,,,,,3.333,1.0,2.0,0.0,2.7,1.2,2.0,0.0,88.5,57.1,47.9,68.5,68.5
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000001412,江少慶,統一7-ELEVEn獅,投手,投手,,,,,4,5,,,,,,0.2353,0.2941,,,,,,,4.0,0.0,3.0,0.0,0.0,1.75,1.25,0.0,91.2,58.8,34.1,66.0,66.0
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000002281,廖乙忠,台鋼雄鷹,投手,投手,,,,,0,2,,,,,,0.0,0.25,,,,,,,2.333,1.0,1.0,1.0,3.86,0.43,0.0,0.125,90.0,50.0,50.0,68.0,68.0
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000005282,姚杰宏,統一7-ELEVEn獅,投手,投手,,,,,0,0,,,,,,0.0,0.0,,,,,,,1.667,1.0,3.0,1.0,5.4,1.8,0.0,0.1429,80.0,0.0,50.0,51.0,51.0
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007316,賴威誠,樂天桃猿,投手,投手,,,,,1,1,,,,,,0.1,0.1,,,,,,,2.0,1.0,3.0,0.0,4.5,2.0,1.0,0.0,80.8,20.0,46.1,55.2,55.2
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006922,黃紹睿,台鋼雄鷹,投手,投手,,,,,1,1,,,,,,0.1667,0.1667,,,,,,,1.0,3.0,1.0,0.0,27.0,2.0,1.0,0.0,35.0,33.3,39.4,35.9,35.9
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007303,黃子豪,台鋼雄鷹,投手,投手,,,,,3,8,,,,,,0.075,0.2,,,,,,,8.333,6.0,11.0,1.0,6.48,1.68,2.67,0.025,78.4,40.0,58.8,62.9,62.9
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006917,謝葆錡,台鋼雄鷹,投手,投手,,,,,0,1,,,,,,0.0,0.125,,,,,,,2.0,1.0,3.0,0.0,4.5,1.5,0.0,0.0,83.3,25.0,50.0,58.7,58.7
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007301,曾昱磬,台鋼雄鷹,投手,投手,,,,,0,0,,,,,,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,60.0,60.0
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006920,陳冠豪,台鋼雄鷹,投手,投手,,,,,2,0,,,,,,0.5,0.0,,,,,,,0.333,0.0,1.0,0.0,0.0,9.0,0.0,0.0,55.0,0.0,0.0,24.8,24.8
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007793,榊原元稀,樂天桃猿,投手,投手,,,,,0,3,,,,,,0.0,0.1429,,,,,,,6.0,1.0,4.0,0.0,1.5,0.67,0.0,0.0,93.6,28.6,50.0,64.3,64.3
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007619,王奕翔,樂天桃猿,投手,投手,,,,,1,1,,,,,,0.25,0.25,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.0,50.0,31.1,64.6,64.6
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000003563,余德龍,樂天桃猿,投手,投手,,,,,0,2,,,,,,0.0,0.3333,,,,,,,1.0,1.0,3.0,1.0,9.0,3.0,0.0,0.1667,66.7,66.7,50.0,61.7,61.7
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006855,邱緯綸,樂天桃猿,投手,投手,,,,,1,2,,,,,,0.1667,0.3333,,,,,,,1.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,85.0,66.7,45.6,68.6,68.6
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007063,周彥農,統一7-ELEVEn獅,投手,投手,,,,,1,4,,,,,,0.0556,0.2222,,,,,,,4.0,2.0,6.0,0.0,4.5,1.75,4.0,0.0,82.1,44.4,68.9,68.7,68.7
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006875,陳柏均,中信兄弟,投手,投手,,,,,1,2,,,,,,0.2,0.4,,,,,,,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,90.0,80.0,42.2,73.2,73.2
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006225,宋晟睿,中信兄弟,投手,投手,,,,,1,1,,,,,,0.25,0.25,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.0,50.0,31.1,64.6,64.6
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007049,林暉盛,中信兄弟,投手,投手,,,,,4,2,,,,,,0.25,0.125,,,,,,,3.0,2.0,2.0,1.0,6.0,2.0,0.5,0.0625,77.8,25.0,28.1,49.7,49.7
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006743,劉俊豪,富邦悍將,投手,投手,,,,,2,0,,,,,,0.2857,0.0,,,,,,,1.0,3.0,2.0,0.0,27.0,4.0,0.0,0.0,25.0,0.0,21.4,17.7,17.7
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006236,楊鈺翔,味全龍,投手,投手,,,,,1,1,,,,,,0.0769,0.0769,,,,,,,3.333,0.0,3.0,0.0,0.0,1.2,1.0,0.0,94.0,15.4,48.4,60.7,60.7
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000006159,林逸達,味全龍,投手,投手,,,,,2,0,,,,,,0.4,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.0,0.0,10.0,43.5,43.5
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007804,瑪帝斯,富邦悍將,投手,投手,,,,,2,5,,,,,,0.0909,0.2273,,,,,,,5.667,2.0,3.0,0.0,3.18,0.88,2.5,0.0,89.1,45.5,56.2,68.3,68.3
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007832,悍里歐,富邦悍將,投手,投手,,,,,4,6,,,,,,0.1538,0.2308,,,,,,,6.0,1.0,5.0,0.0,1.5,1.5,1.5,0.0,89.4,46.2,43.8,64.9,64.9
20260826T022226Z-0fd951653c01,2026-08-26T02:22:26+00:00,2026,0000007295,陳鐿中,富邦悍將,投手,投手,,,,,0,2,,,,,,0.0,0.5,,,,,,,1.0,1.0,1.0,1.0,9.0,1.0,0.0,0.25,76.7,100.0,50.0,74.5,74.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006927,曾子祐,台鋼雄鷹,打者,野手,399.0,345.0,102.0,2.0,39,36,0.296,0.369,0.374,0.743,0.078,0.0977,0.0902,0.005,1.17,29.6,16.5,61.1,35.1,,,,,,,,,,,,,35.1
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005549,郭天信,味全龍,打者,野手,403.0,364.0,101.0,9.0,27,36,0.277,0.331,0.396,0.727,0.119,0.0645,0.0893,0.0223,0.86,27.700000000000003,30.9,52.1,35.9,,,,,,,,,,,,,35.9
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000007239,魔鷹,台鋼雄鷹,打者,野手,380.0,333.0,96.0,15.0,38,61,0.288,0.355,0.517,0.872,0.229,0.0789,0.1605,0.0395,0.64,28.8,58.1,50.0,44.5,,,,,,,,,,,,,44.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005542,張政禹,味全龍,打者,野手,335.0,299.0,83.0,1.0,30,44,0.278,0.34,0.328,0.668,0.05,0.0836,0.1313,0.003,0.68,27.800000000000004,10.5,52.3,30.5,,,,,,,,,,,,,30.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000002707,潘傑楷,統一7-ELEVEn獅,打者,野手,340.0,290.0,83.0,2.0,43,52,0.286,0.385,0.369,0.754,0.083,0.1235,0.1529,0.0059,0.9,28.6,17.7,60.9,35.4,,,,,,,,,,,,,35.4
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005545,劉基鴻,味全龍,打者,野手,379.0,348.0,85.0,6.0,25,54,0.244,0.303,0.342,0.645,0.098,0.0633,0.1425,0.0158,0.56,24.4,24.4,47.0,31.3,,,,,,,,,,,,,31.3
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000002352,范國宸,富邦悍將,打者,野手,331.0,298.0,80.0,11.0,27,59,0.268,0.329,0.419,0.748,0.151,0.0755,0.1782,0.0332,0.49,26.8,41.1,47.3,37.5,,,,,,,,,,,,,37.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005540,李凱威,味全龍,打者,野手,330.0,281.0,71.0,3.0,37,36,0.253,0.348,0.317,0.665,0.064,0.1121,0.1091,0.0091,1.19,25.3,15.5,63.3,32.6,,,,,,,,,,,,,32.6
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006240,馬傑森,樂天桃猿,打者,野手,301.0,272.0,67.0,1.0,9,41,0.246,0.288,0.316,0.604,0.07,0.0299,0.1362,0.0033,0.41,24.6,14.3,39.7,27.3,,,,,,,,,,,,,27.3
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000004633,陳晨威,樂天桃猿,打者,野手,364.0,322.0,94.0,6.0,34,32,0.292,0.356,0.394,0.75,0.102,0.0879,0.0879,0.0165,1.06,29.2,25.4,58.3,36.5,,,,,,,,,,,,,36.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000001318,朱育賢,味全龍,打者,野手,347.0,311.0,76.0,11.0,20,69,0.244,0.308,0.383,0.691,0.139,0.0576,0.1988,0.0317,0.45,24.4,38.3,42.9,34.5,,,,,,,,,,,,,34.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000003649,吳念庭,台鋼雄鷹,打者,野手,355.0,304.0,86.0,0.0,45,38,0.283,0.373,0.339,0.712,0.056,0.1268,0.107,0.0,1.21,28.3,10.4,66.2,33.7,,,,,,,,,,,,,33.7
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000007268,陳聖平,統一7-ELEVEn獅,打者,野手,285.0,259.0,58.0,4.0,17,37,0.224,0.272,0.324,0.596,0.1,0.0596,0.1298,0.014,0.51,22.4,24.1,46.3,29.7,,,,,,,,,,,,,29.7
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006223,林子豪,統一7-ELEVEn獅,打者,野手,288.0,261.0,71.0,4.0,22,47,0.272,0.331,0.375,0.706,0.103,0.0764,0.1632,0.0139,0.51,27.200000000000003,24.6,48.1,33.5,,,,,,,,,,,,,33.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000000935,王柏融,台鋼雄鷹,打者,野手,319.0,289.0,74.0,6.0,19,68,0.256,0.31,0.37,0.68,0.114,0.0596,0.2132,0.0188,0.37,25.6,28.6,42.0,32.4,,,,,,,,,,,,,32.4
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006888,張育成,富邦悍將,打者,野手,341.0,288.0,87.0,15.0,41,59,0.302,0.399,0.521,0.92,0.219,0.1144,0.173,0.044,0.83,30.2,58.0,57.8,47.0,,,,,,,,,,,,,47.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000004645,戴培峰,富邦悍將,打者,野手,234.0,196.0,43.0,1.0,28,31,0.219,0.316,0.286,0.602,0.067,0.1197,0.1325,0.0043,0.94,21.9,14.1,61.3,29.9,,,,,,,,,,,,,29.9
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005571,岳政華,中信兄弟,打者,野手,289.0,249.0,58.0,5.0,24,58,0.233,0.305,0.353,0.658,0.12,0.083,0.2007,0.0173,0.47,23.3,29.1,47.6,32.4,,,,,,,,,,,,,32.4
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005340,王博玄,台鋼雄鷹,打者,野手,300.0,276.0,89.0,1.0,12,47,0.322,0.355,0.37,0.725,0.048,0.04,0.1567,0.0033,0.32,32.2,10.2,39.9,30.8,,,,,,,,,,,,,30.8
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006730,張仁瑋,中信兄弟,打者,野手,331.0,304.0,92.0,3.0,20,33,0.303,0.34,0.385,0.725,0.082,0.0574,0.0997,0.0091,0.61,30.3,18.8,47.9,33.3,,,,,,,,,,,,,33.3
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000002285,高宇杰,中信兄弟,打者,野手,273.0,243.0,71.0,2.0,19,39,0.292,0.342,0.337,0.679,0.045,0.0696,0.1429,0.0073,0.51,29.2,11.2,47.6,30.5,,,,,,,,,,,,,30.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005531,邱智呈,統一7-ELEVEn獅,打者,野手,299.0,252.0,67.0,3.0,42,39,0.266,0.379,0.345,0.724,0.079,0.1405,0.1304,0.01,1.18,26.6,18.6,67.5,35.5,,,,,,,,,,,,,35.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006854,宋嘉翔,樂天桃猿,打者,野手,225.0,205.0,42.0,2.0,9,40,0.205,0.243,0.244,0.487,0.039,0.04,0.1778,0.0089,0.28,20.5,10.7,38.8,23.0,,,,,,,,,,,,,23.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000007089,王念好,富邦悍將,打者,野手,267.0,233.0,47.0,6.0,31,65,0.202,0.296,0.339,0.635,0.137,0.1161,0.2434,0.0225,0.49,20.200000000000003,34.3,52.3,33.0,,,,,,,,,,,,,33.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000000743,陳子豪,味全龍,打者,野手,280.0,248.0,42.0,3.0,27,52,0.169,0.257,0.25,0.507,0.081,0.0964,0.1857,0.0107,0.58,16.900000000000002,19.3,51.7,26.4,,,,,,,,,,,,,26.4
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006225,宋晟睿,中信兄弟,打者,野手,265.0,231.0,60.0,5.0,20,45,0.26,0.328,0.403,0.731,0.143,0.0755,0.1698,0.0189,0.58,26.0,34.0,48.4,35.7,,,,,,,,,,,,,35.7
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000002291,岳東華,中信兄弟,打者,野手,279.0,252.0,65.0,2.0,19,50,0.258,0.312,0.353,0.665,0.095,0.0681,0.1792,0.0072,0.42,25.8,20.5,45.2,31.0,,,,,,,,,,,,,31.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000001618,林子偉,樂天桃猿,打者,野手,317.0,291.0,72.0,3.0,14,39,0.247,0.289,0.326,0.615,0.079,0.0442,0.123,0.0095,0.46,24.7,18.4,43.3,29.0,,,,,,,,,,,,,29.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000004636,江坤宇,中信兄弟,打者,野手,306.0,259.0,71.0,2.0,24,31,0.274,0.352,0.355,0.707,0.081,0.0784,0.1013,0.0065,1.1,27.4,17.6,56.6,33.4,,,,,,,,,,,,,33.4
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005298,黃韋盛,中信兄弟,打者,野手,253.0,228.0,56.0,2.0,20,39,0.246,0.306,0.329,0.635,0.083,0.0791,0.1542,0.0079,0.54,24.6,18.5,49.2,30.3,,,,,,,,,,,,,30.3
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000007079,劉俊緯,味全龍,打者,野手,229.0,206.0,58.0,3.0,14,28,0.282,0.339,0.369,0.708,0.087,0.0568,0.1223,0.0131,0.68,28.2,21.3,47.7,33.0,,,,,,,,,,,,,33.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000000929,王威晨,中信兄弟,打者,野手,283.0,260.0,70.0,1.0,19,29,0.269,0.322,0.346,0.668,0.077,0.0671,0.1025,0.0035,0.72,26.9,15.7,50.7,31.2,,,,,,,,,,,,,31.2
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006216,王順和,味全龍,打者,野手,253.0,219.0,57.0,3.0,24,66,0.26,0.347,0.374,0.721,0.114,0.0949,0.2609,0.0119,0.45,26.0,25.9,47.5,33.7,,,,,,,,,,,,,33.7
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006235,林政華,樂天桃猿,打者,野手,216.0,181.0,44.0,2.0,19,38,0.243,0.327,0.309,0.636,0.066,0.088,0.1759,0.0093,0.61,24.3,15.9,50.8,30.0,,,,,,,,,,,,,30.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005522,朱迦恩,統一7-ELEVEn獅,打者,野手,243.0,221.0,65.0,5.0,13,55,0.294,0.344,0.43,0.774,0.136,0.0535,0.2263,0.0206,0.33,29.4,33.4,40.0,36.0,,,,,,,,,,,,,36.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000002298,陳重羽,統一7-ELEVEn獅,打者,野手,231.0,192.0,54.0,0.0,23,37,0.281,0.365,0.328,0.693,0.047,0.0996,0.1602,0.0,0.73,28.1,8.7,54.6,31.1,,,,,,,,,,,,,31.1
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000001474,蘇智傑,統一7-ELEVEn獅,打者,野手,289.0,267.0,68.0,8.0,16,32,0.255,0.301,0.408,0.709,0.153,0.0554,0.1107,0.0277,0.59,25.5,39.3,47.0,36.0,,,,,,,,,,,,,36.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006929,紀慶然,台鋼雄鷹,打者,野手,221.0,202.0,50.0,0.0,15,38,0.248,0.298,0.277,0.575,0.029,0.0679,0.1719,0.0,0.39,24.8,5.4,45.1,25.7,,,,,,,,,,,,,25.7
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000000772,陳文杰,台鋼雄鷹,打者,野手,312.0,283.0,78.0,1.0,20,36,0.276,0.33,0.371,0.701,0.095,0.0641,0.1154,0.0032,0.67,27.6,18.9,49.2,32.5,,,,,,,,,,,,,32.5
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006736,王苡丞,富邦悍將,打者,野手,271.0,248.0,64.0,6.0,17,47,0.258,0.311,0.367,0.678,0.109,0.0627,0.1734,0.0221,0.43,25.8,28.9,44.5,32.9,,,,,,,,,,,,,32.9
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000001804,陳傑憲,統一7-ELEVEn獅,打者,野手,283.0,237.0,76.0,4.0,38,25,0.321,0.407,0.418,0.825,0.097,0.1201,0.0883,0.0141,1.52,32.1,23.6,68.7,40.0,,,,,,,,,,,,,40.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000007076,李勛傑,樂天桃猿,打者,野手,234.0,204.0,49.0,6.0,27,70,0.24,0.329,0.377,0.706,0.137,0.1154,0.2991,0.0256,0.4,24.0,35.5,49.3,35.2,,,,,,,,,,,,,35.2
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005510,林澤彬,富邦悍將,打者,野手,256.0,220.0,72.0,0.0,19,19,0.327,0.378,0.395,0.773,0.068,0.0742,0.0742,0.0,1.11,32.7,12.6,56.9,35.0,,,,,,,,,,,,,35.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000005291,蔣少宏,味全龍,打者,野手,188.0,177.0,38.0,2.0,6,35,0.215,0.251,0.294,0.545,0.079,0.0319,0.1862,0.0106,0.26,21.5,18.8,36.8,25.8,,,,,,,,,,,,,25.8
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000003467,林泓育,樂天桃猿,打者,野手,245.0,228.0,62.0,1.0,13,35,0.272,0.314,0.368,0.682,0.096,0.0531,0.1429,0.0041,0.43,27.200000000000003,19.4,43.9,31.3,,,,,,,,,,,,,31.3
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006738,孔念恩,富邦悍將,打者,野手,234.0,220.0,64.0,1.0,5,59,0.291,0.305,0.386,0.691,0.095,0.0214,0.2521,0.0043,0.12,29.1,19.3,31.2,29.9,,,,,,,,,,,,,29.9
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000007071,林泓弦,統一7-ELEVEn獅,打者,野手,151.0,136.0,30.0,0.0,10,17,0.221,0.279,0.279,0.558,0.058,0.0662,0.1126,0.0,0.65,22.1,10.8,49.5,26.6,,,,,,,,,,,,,26.6
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000007301,曾昱磬,台鋼雄鷹,打者,野手,180.0,134.0,24.0,1.0,37,29,0.179,0.373,0.209,0.582,0.03,0.2056,0.1611,0.0056,1.45,17.9,7.8,80.9,30.4,,,,,,,,,,,,,30.4
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000003345,林智平,樂天桃猿,打者,野手,221.0,204.0,56.0,1.0,12,26,0.275,0.323,0.324,0.647,0.049,0.0498,0.1176,0.0045,0.58,27.500000000000004,10.9,45.6,29.1,,,,,,,,,,,,,29.1
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000001258,劉時豪,台鋼雄鷹,打者,野手,200.0,168.0,40.0,2.0,23,26,0.238,0.354,0.298,0.652,0.06,0.115,0.13,0.01,1.15,23.8,15.1,62.6,31.8,,,,,,,,,,,,,31.8
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000002297,詹子賢,中信兄弟,打者,野手,227.0,206.0,50.0,2.0,18,34,0.243,0.308,0.32,0.628,0.077,0.0793,0.1498,0.0088,0.59,24.3,17.8,49.9,30.0,,,,,,,,,,,,,30.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000007085,張士綸,中信兄弟,打者,野手,250.0,231.0,76.0,2.0,12,28,0.329,0.359,0.39,0.749,0.061,0.048,0.112,0.008,0.46,32.9,14.5,44.3,33.0,,,,,,,,,,,,,33.0
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006217,林辰勳,味全龍,打者,野手,143.0,123.0,30.0,0.0,10,27,0.244,0.292,0.285,0.577,0.041,0.0699,0.1888,0.0,0.37,24.4,7.6,44.7,26.1,,,,,,,,,,,,,26.1
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000006806,池恩齊,富邦悍將,打者,野手,209.0,189.0,42.0,0.0,11,57,0.222,0.264,0.259,0.523,0.037,0.0526,0.2727,0.0,0.19,22.2,6.9,36.8,23.1,,,,,,,,,,,,,23.1
20260830T044000Z-f61c9de6b224,2026-08-30T04:40:00+00:00,2026,0000003609,陳俊秀,中信兄弟,打者,野手,203.0,170.0,44.0,3.0,30,41,0.259,0.369,0.353,0.722,0.094,0.1478,0.202,0.0148,0.76,25.9,23.3,62.1,35.4,,,,,,,,,,,,,35.4
